MOTIVO_D;DURACAO;ds_origem_sigla;ds_origem_nome;ds_destino_sigla;ds_destino_nome
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;80;LAP;LAPA;ANH;ANHANGUERA
Trabalho Serviços;20;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;20;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;40;LAP;LAPA;PEN;PENHA
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;55;LAP;LAPA;LIB;LIBERDADE
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;BFU;BARRA FUNDA
Procurar Emprego;40;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Procurar Emprego;40;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;17;LAP;LAPA;CVE;CASA VERDE
Trabalho Serviços;55;LAP;LAPA;RPE;RIO PEQUENO
Trabalho Serviços;95;LAP;LAPA;SAM;SANTO AMARO
Trabalho Comércio;25;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;30;PIN;PINHEIROS;JDP;JARDIM PAULISTA
Trabalho Serviços;10;CON;CONSOLACAO;JDP;JARDIM PAULISTA
Trabalho Comércio;40;JDP;JARDIM PAULISTA;PIN;PINHEIROS
Trabalho Comércio;25;LAP;LAPA;PIN;PINHEIROS
Trabalho Comércio;10;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Comércio;10;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Comércio;25;LAP;LAPA;PIN;PINHEIROS
Trabalho Comércio;10;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;60;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;40;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;50;LAP;LAPA;SLU;SAO LUCAS
Trabalho Serviços;20;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;30;LIB;LIBERDADE;BVI;BELA VISTA
Trabalho Comércio;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;90;LAP;LAPA;VMR;VILA MARIA
Trabalho Serviços;5;VMR;VILA MARIA;VMR;VILA MARIA
Trabalho Serviços;45;LAP;LAPA;JAG;JAGUARA
Trabalho Serviços;20;JAG;JAGUARA;JAG;JAGUARA
Trabalho Serviços;60;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;8;JDP;JARDIM PAULISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;60;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;5;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;60;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;80;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;7;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Indústria;50;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Indústria;35;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;85;LAP;LAPA;JAB;JABAQUARA
Trabalho Serviços;40;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Indústria;90;LAP;LAPA;CGR;CAMPO GRANDE
Trabalho Serviços;30;LAP;LAPA;SDO;SAO DOMINGOS
Trabalho Serviços;7;SDO;SAO DOMINGOS;SDO;SAO DOMINGOS
Trabalho Serviços;30;LAP;LAPA;STN;SANTANA
Trabalho Serviços;5;STN;SANTANA;STN;SANTANA
Trabalho Indústria;60;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;50;BFU;BARRA FUNDA;BVI;BELA VISTA
Trabalho Serviços;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Serviços;7;BFU;BARRA FUNDA;SCE;SANTA CECILIA
Trabalho Serviços;100;LAP;LAPA;MOE;MOEMA
Trabalho Serviços;3;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;30;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;70;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;40;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;90;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;15;LAP;LAPA;LIM;LIMAO
Trabalho Serviços;30;LIM;LIMAO;BRE;BOM RETIRO
Trabalho Serviços;55;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;30;LAP;LAPA;PIR;PIRITUBA
Trabalho Serviços;60;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;50;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;30;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;80;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;60;LAP;LAPA;ANH;ANHANGUERA
Trabalho Comércio;30;LAP;LAPA;PIR;PIRITUBA
Trabalho Serviços;35;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;45;LAP;LAPA;CVE;CASA VERDE
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;35;LAP;LAPA;PRS;PERUS
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Indústria;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;45;LAP;LAPA;REP;REPUBLICA
Trabalho Comércio;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;80;LAP;LAPA;JAR;JARAGUA
Trabalho Serviços;90;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;60;LAP;LAPA;PDR;PEDREIRA
Trabalho Serviços;100;LAP;LAPA;INI;ITAIM BIBI
Trabalho Comércio;40;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;20;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;50;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;60;LAP;LAPA;BRL;BRASILANDIA
Trabalho Indústria;40;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;35;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;30;LAP;LAPA;REP;REPUBLICA
Trabalho Comércio;15;LAP;LAPA;LAP;LAPA
Trabalho Comércio;3;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;25;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;15;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;LAP;LAPA;BRE;BOM RETIRO
Trabalho Indústria;20;LAP;LAPA;LAP;LAPA
Trabalho Indústria;40;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;25;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;5;PRD;PERDIZES;BFU;BARRA FUNDA
Procurar Emprego;40;LAP;LAPA;BEL;BELEM
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Serviços;70;LAP;LAPA;CMB;CAMBUCI
Trabalho Serviços;5;CMB;CAMBUCI;CMB;CAMBUCI
Trabalho Serviços;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;50;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;60;LAP;LAPA;VFO;VILA FORMOSA
Trabalho Serviços;50;LAP;LAPA;VFO;VILA FORMOSA
Trabalho Serviços;60;LAP;LAPA;VFO;VILA FORMOSA
Trabalho Serviços;10;VFO;VILA FORMOSA;VFO;VILA FORMOSA
Trabalho Serviços;50;LAP;LAPA;VFO;VILA FORMOSA
Trabalho Serviços;50;LAP;LAPA;VFO;VILA FORMOSA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;20;LAP;LAPA;FRE;FREGUESIA DO O
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;MOE;MOEMA
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;20;LAP;LAPA;SCE;SANTA CECILIA
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;5;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;15;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;20;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Comércio;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;15;RTA;RAPOSO TAVARES;RTA;RAPOSO TAVARES
Trabalho Serviços;14;RTA;RAPOSO TAVARES;RTA;RAPOSO TAVARES
Trabalho Comércio;15;RTA;RAPOSO TAVARES;PIN;PINHEIROS
Trabalho Comércio;30;LAP;LAPA;BVI;BELA VISTA
Trabalho Comércio;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;14;RTA;RAPOSO TAVARES;RTA;RAPOSO TAVARES
Trabalho Comércio;15;RTA;RAPOSO TAVARES;PIN;PINHEIROS
Trabalho Serviços;80;REP;REPUBLICA;FRE;FREGUESIA DO O
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;95;LAP;LAPA;TAT;TATUAPE
Trabalho Serviços;10;API;ALTO DE PINHEIROS;PRD;PERDIZES
Trabalho Serviços;10;LAP;LAPA;PRD;PERDIZES
Trabalho Indústria;100;LAP;LAPA;CAD;CIDADE ADEMAR
Trabalho Indústria;100;LAP;LAPA;INI;ITAIM BIBI
Trabalho Indústria;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;30;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Comércio;5;LAP;LAPA;LAP;LAPA
Trabalho Comércio;5;LAP;LAPA;LAP;LAPA
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;5;PRD;PERDIZES;PRD;PERDIZES
Trabalho Comércio;30;PRD;PERDIZES;BVI;BELA VISTA
Trabalho Comércio;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;60;PIN;PINHEIROS;SCE;SANTA CECILIA
Trabalho Serviços;45;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;25;LAP;LAPA;BEL;BELEM
Trabalho Comércio;5;LAP;LAPA;LAP;LAPA
Trabalho Comércio;3;PRD;PERDIZES;LAP;LAPA
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;25;LAP;LAPA;SEE;SE
Trabalho Serviços;30;LAP;LAPA;MOR;MORUMBI
Trabalho Serviços;12;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;30;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;35;LAP;LAPA;SEE;SE
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;35;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;7;LAP;LAPA;PRD;PERDIZES
Trabalho Indústria;50;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;8;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;API;ALTO DE PINHEIROS;LAP;LAPA
Trabalho Serviços;55;LAP;LAPA;SDO;SAO DOMINGOS
Trabalho Serviços;90;LAP;LAPA;CGR;CAMPO GRANDE
Trabalho Serviços;40;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;2;LAP;LAPA;LAP;LAPA
Trabalho Comércio;100;LAP;LAPA;MOE;MOEMA
Trabalho Comércio;5;MOE;MOEMA;MOE;MOEMA
Trabalho Serviços;150;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;40;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;15;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;13;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Comércio;75;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;30;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;15;CON;CONSOLACAO;REP;REPUBLICA
Trabalho Serviços;25;CON;CONSOLACAO;INI;ITAIM BIBI
Trabalho Serviços;2;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;5;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;7;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;30;LAP;LAPA;JAR;JARAGUA
Trabalho Serviços;30;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;85;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;40;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;40;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;40;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;90;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;75;LAP;LAPA;BRS;BRAS
Trabalho Serviços;30;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;5;JDP;JARDIM PAULISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;5;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;10;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;5;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;10;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;10;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;45;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Comércio;30;LAP;LAPA;SEE;SE
Trabalho Comércio;5;SEE;SE;SEE;SE
Trabalho Serviços;55;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;2;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Indústria;40;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;30;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;30;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Comércio;90;LAP;LAPA;INI;ITAIM BIBI
Trabalho Comércio;2;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;50;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;30;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;10;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;35;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;50;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;5;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;5;API;ALTO DE PINHEIROS;API;ALTO DE PINHEIROS
Trabalho Serviços;40;API;ALTO DE PINHEIROS;INI;ITAIM BIBI
Trabalho Serviços;40;INI;ITAIM BIBI;API;ALTO DE PINHEIROS
Trabalho Serviços;30;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;45;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;29;PIN;PINHEIROS;BRS;BRAS
Trabalho Serviços;30;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;40;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;60;LAP;LAPA;LIB;LIBERDADE
Trabalho Serviços;30;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;60;LAP;LAPA;SAC;SACOMA
Trabalho Serviços;10;SAC;SACOMA;SAC;SACOMA
Trabalho Serviços;30;LAP;LAPA;BUT;BUTANTA
Trabalho Serviços;5;BUT;BUTANTA;BUT;BUTANTA
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Indústria;60;LAP;LAPA;SEE;SE
Trabalho Indústria;2;LAP;LAPA;LAP;LAPA
Trabalho Comércio;60;LAP;LAPA;CVE;CASA VERDE
Trabalho Comércio;1;CVE;CASA VERDE;CVE;CASA VERDE
Trabalho Serviços;45;LAP;LAPA;MOR;MORUMBI
Trabalho Indústria;30;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;60;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;5;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;5;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;60;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;15;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;40;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;5;CON;CONSOLACAO;PRD;PERDIZES
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;API;ALTO DE PINHEIROS;LAP;LAPA
Trabalho Serviços;35;LAP;LAPA;CVE;CASA VERDE
Trabalho Serviços;10;CVE;CASA VERDE;CVE;CASA VERDE
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;50;LAP;LAPA;MAN;MANDAQUI
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;40;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Indústria;60;LAP;LAPA;SLU;SAO LUCAS
Trabalho Indústria;10;VPR;VILA PRUDENTE;SLU;SAO LUCAS
Trabalho Serviços;30;LAP;LAPA;SCE;SANTA CECILIA
Trabalho Serviços;30;BFU;BARRA FUNDA;REP;REPUBLICA
Trabalho Comércio;45;LAP;LAPA;LIM;LIMAO
Trabalho Comércio;40;PRD;PERDIZES;REP;REPUBLICA
Trabalho Serviços;20;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;10;JDP;JARDIM PAULISTA;JDP;JARDIM PAULISTA
Trabalho Comércio;20;LAP;LAPA;JAG;JAGUARA
Trabalho Serviços;30;LAP;LAPA;REP;REPUBLICA
Trabalho Indústria;30;LAP;LAPA;BRE;BOM RETIRO
Trabalho Serviços;30;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;40;LAP;LAPA;CBE;CAMPO BELO
Trabalho Comércio;40;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;110;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;25;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;4;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;90;VLE;VILA LEOPOLDINA;JAC;JACANA
Trabalho Comércio;40;JAC;JACANA;VGL;VILA GUILHERME
Trabalho Comércio;30;VGL;VILA GUILHERME;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;7;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Comércio;90;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;9;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;18;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;18;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;18;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;70;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Indústria;60;LAP;LAPA;CGR;CAMPO GRANDE
Trabalho Serviços;30;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;12;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;60;LAP;LAPA;JDS;JARDIM SAO LUIS
Trabalho Serviços;75;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;20;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;13;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;10;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;40;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;80;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;20;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;35;CON;CONSOLACAO;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Comércio;90;LAP;LAPA;AAL;ARTUR ALVIM
Trabalho Comércio;90;LAP;LAPA;AAL;ARTUR ALVIM
Trabalho Serviços;2;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;4;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;10;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;70;LAP;LAPA;SEE;SE
Trabalho Comércio;15;LAP;LAPA;LAP;LAPA
Trabalho Comércio;3;LAP;LAPA;LAP;LAPA
Trabalho Indústria;30;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;30;LAP;LAPA;MOR;MORUMBI
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;60;LAP;LAPA;MOE;MOEMA
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Indústria;5;LAP;LAPA;LAP;LAPA
Trabalho Comércio;40;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;30;LAP;LAPA;ARA;AGUA RASA
Trabalho Comércio;120;LAP;LAPA;BRS;BRAS
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;3;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;SCE;SANTA CECILIA
Trabalho Serviços;20;LAP;LAPA;FRE;FREGUESIA DO O
Trabalho Indústria;5;LAP;LAPA;LAP;LAPA
Trabalho Indústria;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;70;LAP;LAPA;SEE;SE
Trabalho Serviços;45;LAP;LAPA;SAU;SAUDE
Procurar Emprego;60;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;VSO;VILA SONIA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;3;LAP;LAPA;LAP;LAPA
Trabalho Serviços;60;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;40;LAP;LAPA;PIR;PIRITUBA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;60;SAM;SANTO AMARO;fora_sp;Fora São Paulo
Trabalho Comércio;15;LAP;LAPA;SDO;SAO DOMINGOS
Trabalho Comércio;30;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Comércio;4;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;90;LAP;LAPA;STN;SANTANA
Trabalho Serviços;50;LAP;LAPA;SCE;SANTA CECILIA
Trabalho Serviços;30;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;30;LAP;LAPA;BFU;BARRA FUNDA
